Atom type,Coordinate-X,Coordinate-Y,Coordinate-Z,Mulliken charges,NPA charges,NMR Shielding
6,0.83506,3.42941,-1.09187,-0.317815,-0.40474,166.9097500000
6,1.20846,3.99593,0.29634,-0.274957,-0.39877,164.0013000000
6,0.53707,3.20496,1.43784,-0.286021,-0.39925,163.8615000000
6,0.41149,1.72312,1.07197,-0.324612,-0.40622,156.9699000000
1,-3.26786,-3.49185,0.35587,0.144126,0.19199,30.6505571429
1,-4.86946,-2.98172,0.84241,0.143280,0.20908,30.3875913043
1,-4.04101,-2.63178,-1.69104,0.142625,0.20142,30.3875913043
1,-5.08529,-1.44655,-0.93534,0.140468,0.20195,30.3875913043
1,-3.36863,0.1462,-0.68224,0.165197,0.18953,30.6505571429
1,-2.90528,-0.61794,-2.18295,0.161959,0.22052,30.3875913043
1,-1.40009,-2.16501,-0.87671,0.164780,0.21297,30.3875913043
1,-1.54553,-0.36037,1.55038,0.157515,0.19749,30.3875913043
1,-1.1323,-2.05201,1.43133,0.157824,0.20657,30.0925500000
1,-3.87387,-0.76338,1.58128,0.146867,0.19139,30.6505571429
1,-3.2404,-2.11914,2.4891,0.142966,0.20909,30.3875913043
1,1.15591,-1.83625,-1.32741,0.162923,0.21720,30.3875913043
1,2.67121,0.69654,-0.62426,0.158845,0.19272,30.3875913043
1,2.26137,0.20191,-2.24698,0.174173,0.22090,30.3875913043
1,4.61811,-0.44588,-1.2924,0.139461,0.20240,30.3875913043
1,3.7434,-1.64519,-2.2196,0.146286,0.20157,30.3875913043
1,3.36267,-3.02811,-0.37484,0.144201,0.19260,30.6505571429
1,4.82371,-2.25288,0.19458,0.143171,0.20913,30.3875913043
1,3.37167,-0.52831,1.37831,0.147920,0.19129,30.3875913043
1,3.12449,-2.15156,1.98489,0.143427,0.20981,30.6505571429
1,1.03946,-2.41553,0.86972,0.164133,0.20074,30.3875913043
1,0.99169,-0.7844,1.48146,0.176072,0.20704,29.9333000000
1,-1.56065,1.42305,0.27186,0.157731,0.21817,30.3875913043
1,-1.27705,3.48969,-0.69316,0.151286,0.19502,30.0925500000
1,-0.85968,2.47999,-2.06095,0.160060,0.22007,30.3875913043
1,1.57796,2.69072,-1.41101,0.155960,0.19589,30.6505571429
1,0.85792,4.2225,-1.84442,0.144538,0.21109,30.3875913043
1,0.9158,5.04868,0.36233,0.140328,0.20212,30.3875913043
1,2.29608,3.97327,0.42196,0.140899,0.19976,30.3875913043
1,1.10839,3.31976,2.36405,0.143407,0.20899,30.3875913043
1,-0.45957,3.61102,1.64424,0.154630,0.19290,30.6505571429
1,0.06256,1.14526,1.93106,0.159368,0.20952,30.3875913043
1,1.40903,1.34496,0.84216,0.136500,0.19170,30.3875913043
11,4.17514,0.48815,0.,0.786894,0.95144,574.0636000000
8,2.33927,-0.07481,0.,-1.068255,-1.39153,374.5511000000
1,1.42549,-0.35333,0.,0.281361,0.44009,34.3864000000
11,5.7194,-0.41089,0.,0.799293,0.94571,573.1631000000
8,4.34732,1.30252,0.,-0.597029,-0.81827,80.2010000000
8,2.14411,0.95292,0.,-0.431957,-0.70083,145.1766000000
8,3.55225,-0.7975,0.,-0.643988,-0.86388,76.6441000000
6,3.41744,0.46338,0.,0.546207,0.95435,4.0257000000
1,1.56639,0.17958,0.,0.327473,0.48292,27.0125000000
6,-0.35781,-0.02745,-0.01914,-0.210921,-0.24912,133.3665000000
8,0.99508,-0.40826,-0.21412,-0.477116,-0.69808,332.5834000000
1,-0.62133,0.05735,1.04387,0.120211,0.15609,28.4533000000
1,-0.97186,-0.8133,-0.45988,0.134576,0.18038,28.5624000000
1,-0.60386,0.91968,-0.51815,0.120214,0.15610,28.4533000000
1,1.55978,0.27198,0.16722,0.313036,0.45463,32.4491000000
6,-0.35639,-0.00126,0.04575,-0.210922,-0.24910,133.3783000000
8,1.00982,-0.08995,0.41805,-0.477033,-0.69801,332.6126000000
1,-0.93948,-0.14732,0.95522,0.134558,0.18037,28.5659000000
1,-0.61498,0.98077,-0.37311,0.120189,0.15608,28.4529000000
1,-0.64664,-0.7776,-0.67521,0.120195,0.15607,28.4529000000
1,1.54767,0.03525,-0.37061,0.313013,0.45460,32.4510000000
6,-0.48708,0.00728,-0.00806,-0.393418,-0.71346,185.6984000000
6,0.9687,-0.01428,0.01625,-0.149718,0.27409,54.3978000000
7,2.12026,-0.03157,0.0352,0.009883,-0.31929,-71.6681000000
1,-0.86789,-0.77337,-0.66937,0.177757,0.25291,30.2828666667
1,-0.88677,-0.16107,0.99373,0.177741,0.25286,30.2828666667
1,-0.84722,0.97301,-0.36774,0.177755,0.25289,30.2828666667
6,-2.81424,-1.1448,-2.31814,0.280441,0.25664,115.5466000000
6,-3.44323,-0.27526,-1.20855,-0.413790,-0.61241,147.7275000000
1,-3.99193,0.55877,-1.65649,0.122640,0.19815,30.9484333333
1,-2.65596,0.14381,-0.57461,0.122562,0.19814,30.9484333333
1,-4.13413,-0.8385,-0.57152,0.122287,0.19179,30.8182000000
6,-3.93279,-1.71647,-3.21541,-0.413638,-0.61241,147.7275000000
1,-4.64381,-2.33782,-2.6597,0.122320,0.19178,30.8182000000
1,-3.49486,-2.32517,-4.01233,0.122557,0.19816,30.9484333333
1,-4.48653,-0.89792,-3.68527,0.122585,0.19814,30.9484333333
6,-2.03134,-2.30855,-1.67325,-0.413827,-0.61243,147.6546000000
1,-1.22913,-1.91243,-1.04327,0.122648,0.19813,30.9484333333
1,-1.57203,-2.92401,-2.45274,0.122619,0.19818,30.9484333333
1,-2.66644,-2.95345,-1.05587,0.122376,0.19180,30.8182000000
8,-1.95491,-0.37344,-3.0818,-0.901074,-1.08228,210.0642000000
3,-0.95457,0.52444,-3.97065,0.759294,0.89862,91.3869000000
19,4.3903,0.60296,0.,0.761037,0.95688,1299.5414000000
8,2.22931,-0.11884,0.,-1.026209,-1.38861,328.4486000000
1,1.3203,-0.42412,0.,0.265172,0.43173,34.3786000000
19,6.95683,-1.00589,0.,0.487277,0.65286,1296.8003000000
19,0.53105,-1.07222,0.,0.500051,0.66864,1297.1095000000
19,3.70606,2.97711,0.,0.192259,0.29452,1293.4324000000
15,3.73372,-0.23664,0.,0.921619,2.18110,242.4703000000
8,4.99051,0.67036,0.,-0.681650,-1.24337,-40.4938000000
8,2.9748,-1.87625,0.,-0.380937,-0.65883,-13.2829000000
8,2.45939,0.64625,0.,-0.676961,-1.23940,-44.6943000000
8,4.50386,-1.83468,0.,-0.361658,-0.65553,16.8284000000
7,-0.79991,-1.51208,-1.05893,-0.175190,-0.44448,200.9683000000
6,-0.89609,-0.3238,-0.20411,-0.280639,-0.22075,146.7431000000
1,-1.09483,0.53458,-0.8505,0.162008,0.19532,29.1103000000
1,-1.79187,-0.43049,0.41256,0.162009,0.19534,29.1103000000
6,0.30579,-0.00561,0.70227,-0.417308,-0.63718,184.2763000000
1,1.22031,0.17204,0.12986,0.143989,0.20196,31.0970500000
1,0.10468,0.89936,1.28353,0.143105,0.21244,31.6860000000
1,0.51211,-0.80995,1.41366,0.144012,0.20196,31.0970500000
6,-0.73711,-2.78136,-0.33172,-0.205141,-0.20913,135.2405000000
1,0.18294,-2.87674,0.27488,0.138551,0.15644,29.2688500000
1,-0.67816,-3.57241,-1.08602,0.130581,0.19224,29.6774500000
6,-1.95622,-3.04932,0.54969,-0.435862,-0.61148,171.6302000000
1,-2.87798,-2.91165,-0.02163,0.149687,0.21055,31.0386000000
1,-1.99809,-2.39613,1.42471,0.140979,0.19844,30.7222500000
1,-1.93187,-4.07874,0.91778,0.140196,0.21064,30.9856000000
6,0.23553,-1.43689,-2.09138,-0.205234,-0.20914,135.2405000000
1,1.25556,-1.39368,-1.66571,0.138596,0.15644,29.2688500000
1,0.18798,-2.37561,-2.6524,0.130588,0.19224,29.6774500000
6,0.04593,-0.28148,-3.07322,-0.435738,-0.61145,171.6302000000
1,0.73862,-0.3873,-3.91273,0.140177,0.21063,30.9856000000
1,0.23651,0.69464,-2.6205,0.140967,0.19843,30.7222500000
1,-0.97332,-0.27968,-3.46828,0.149667,0.21054,31.0386000000
6,-1.1274,0.7734,0.13289,-0.338234,-0.41834,155.7072000000
7,0.13922,0.07866,-0.00103,-0.133479,-0.43332,132.3007000000
6,0.10985,-1.36228,-0.12789,-0.314493,-0.39539,148.8884000000
6,1.30773,0.78097,-0.00434,0.179311,0.53660,8.6484000000
8,1.41355,1.98543,0.0974,-0.382675,-0.61522,-126.5474000000
1,-1.66224,0.43548,1.02678,0.144671,0.19238,29.9191500000
1,-1.76271,0.59257,-0.74056,0.144645,0.19238,29.9191500000
1,-0.92256,1.83818,0.21604,0.183605,0.24352,27.4783000000
1,-0.35511,-1.82603,0.74908,0.150324,0.19259,29.3153000000
1,-0.45454,-1.66864,-1.01555,0.150339,0.19258,29.3153000000
1,1.12724,-1.74519,-0.21937,0.137281,0.20831,28.7462000000
1,2.18677,0.11735,-0.11346,0.078706,0.10393,23.6784000000
6,0.56445,4.81989,1.23312,-0.444799,-0.60501,173.6911000000
6,-0.77316,4.07862,1.31531,-0.214800,-0.39000,158.9402000000
6,-0.69947,2.57475,0.99169,-0.313576,-0.40404,154.0631500000
6,-0.37209,2.28582,-0.48491,-0.494742,-0.71623,163.0289000000
15,-0.17541,0.56221,-1.23725,0.152767,0.82655,242.8850000000
6,1.54045,-0.02725,-0.60073,0.226706,-0.26286,138.3760000000
6,1.71731,-1.53474,-0.91421,-0.553293,-0.41870,138.9571000000
6,3.16009,-1.99876,-0.62378,0.032549,-0.21736,155.2523000000
6,4.14899,-1.20277,-1.49378,-0.390775,-0.39670,146.8991000000
6,4.01331,0.29626,-1.17143,0.007181,-0.21786,156.0388000000
6,2.57048,0.75341,-1.46999,-0.489937,-0.41874,138.7977000000
6,4.33514,0.53347,0.31544,-0.384061,-0.39710,146.9545000000
6,3.34396,-0.26308,1.18337,0.026134,-0.21743,154.3231000000
6,3.47716,-1.76359,0.86471,-0.386585,-0.39699,146.5659000000
6,1.90268,0.21203,0.88496,-0.495632,-0.41970,138.4545000000
6,-1.60612,-0.49193,-0.51751,0.210035,-0.26732,139.5739000000
6,-2.9055,0.32768,-0.76425,-0.530879,-0.41755,143.1597000000
6,-4.156,-0.48151,-0.36391,0.020562,-0.21623,156.0388000000
6,-4.2391,-1.76125,-1.21382,-0.386944,-0.39668,146.6204000000
6,-2.97358,-2.60346,-0.97758,0.016613,-0.21823,155.1688000000
6,-1.72736,-1.78544,-1.37663,-0.501570,-0.41926,136.9845000000
6,-2.88415,-2.99001,0.511,-0.386548,-0.39703,146.4186500000
6,-2.80517,-1.71217,1.36626,0.043313,-0.21786,154.0631500000
6,-4.06403,-0.85735,1.12759,-0.390192,-0.39682,146.4186500000
6,-1.5471,-0.90551,0.97326,-0.516766,-0.42064,139.7399000000
1,0.97855,4.81542,0.22136,0.141315,0.19947,30.7959000000
1,1.30917,4.36835,1.89691,0.136615,0.19883,31.3989000000
1,0.45351,5.86647,1.53034,0.146440,0.20964,30.9219000000
1,-1.49928,4.55807,0.64663,0.134218,0.19384,30.9219000000
1,-1.1787,4.19307,2.32769,0.135753,0.20061,30.1927666667
1,-1.66326,2.12907,1.24869,0.130616,0.19697,29.7546000000
1,0.03156,2.10411,1.65369,0.168520,0.19768,30.1927666667
1,-1.13662,2.76351,-1.10782,0.199268,0.22635,30.5642000000
1,0.55807,2.79035,-0.76513,0.176802,0.22581,30.1927666667
1,1.0287,-2.1285,-0.30646,0.158256,0.20018,29.8219333333
1,1.4655,-1.73123,-1.96274,0.196594,0.21024,30.1927666667
1,3.24128,-3.06756,-0.85493,0.135773,0.21068,30.1927666667
1,3.94676,-1.38101,-2.55671,0.155548,0.20412,30.1927666667
1,5.17566,-1.54057,-1.30723,0.155162,0.20280,30.1927666667
1,4.70451,0.87353,-1.79696,0.135850,0.21132,30.1927666667
1,2.34493,0.60567,-2.53124,0.183074,0.21661,30.1927666667
1,2.48746,1.82992,-1.28169,0.169739,0.19884,30.1927666667
1,5.36472,0.22524,0.53458,0.155256,0.20320,30.1927666667
1,4.27042,1.60268,0.55114,0.150064,0.20229,30.1927666667
1,3.56047,-0.09023,2.24447,0.135274,0.20999,30.1927666667
1,4.49105,-2.11142,1.09706,0.155626,0.20356,30.1927666667
1,2.79371,-2.34696,1.49388,0.149457,0.20183,30.1927666667
1,1.83042,1.27718,1.11884,0.150081,0.20063,29.8219333333
1,1.20183,-0.30646,1.54543,0.189070,0.20629,29.6271666667
1,-2.96723,0.60874,-1.82247,0.190136,0.20968,30.1927666667
1,-2.89041,1.25947,-0.19395,0.176019,0.20248,30.1927666667
1,-5.04617,0.13568,-0.53474,0.135345,0.21082,30.1927666667
1,-4.3296,-1.50451,-2.27606,0.155098,0.20386,30.1927666667
1,-5.13536,-2.33643,-0.951,0.154514,0.20235,30.1927666667
1,-3.01258,-3.51038,-1.59268,0.135019,0.21099,30.1927666667
1,-1.78023,-1.51515,-2.43674,0.183237,0.21468,30.1927666667
1,-0.83796,-2.40925,-1.26113,0.179613,0.20512,29.8219333333
1,-2.00199,-3.61781,0.68699,0.148924,0.20183,30.1927666667
1,-3.75702,-3.58792,0.80037,0.155677,0.20316,30.1927666667
1,-2.73764,-1.98108,2.42733,0.135006,0.20995,30.1927666667
1,-4.02808,0.04914,1.74438,0.149965,0.20147,30.1927666667
1,-4.96042,-1.40952,1.43479,0.155934,0.20385,30.1927666667
1,-1.46268,-0.02791,1.61896,0.190087,0.20728,29.6271666667
1,-0.65868,-1.51708,1.15908,0.156295,0.20045,29.6271666667
6,-3.61638,-1.91376,0.22658,-0.436768,-0.61028,149.2076000000
6,-2.29215,-1.38762,-0.36097,-0.051560,-0.29212,146.9530000000
6,-2.58671,-0.70786,-1.7034,-0.472540,-0.60833,155.2741000000
6,-1.36789,-2.59496,-0.59677,-0.461658,-0.61075,152.0076000000
15,-1.46863,-0.35601,1.02612,0.068665,0.80313,251.9466000000
6,0.29578,-0.2082,0.51892,-0.082215,-0.39628,38.8492000000
6,1.25731,-0.488,1.49857,-0.115223,-0.16808,19.6334000000
6,2.62068,-0.41578,1.24629,-0.247937,-0.28470,58.6488000000
6,3.10327,-0.05528,-0.02822,0.291695,0.18056,13.4806000000
6,2.13969,0.20448,-1.02739,-0.252513,-0.28006,57.3186000000
6,0.78308,0.13752,-0.7496,-0.261962,-0.18081,25.8138000000
7,4.45876,0.04477,-0.28962,-0.172635,-0.40138,194.6151000000
6,4.90906,0.18006,-1.66207,-0.368828,-0.39660,143.8311000000
6,5.407,-0.44705,0.69182,-0.369210,-0.39661,143.6273000000
6,-2.06964,1.45706,0.94477,-0.005008,-0.28734,146.6651000000
6,-1.43487,2.11211,2.18621,-0.465336,-0.61388,151.1189000000
6,-3.5964,1.47991,1.10633,-0.491563,-0.61274,153.4555000000
6,-1.6632,2.27602,-0.28681,-0.487049,-0.61762,158.2189000000
1,-4.09176,-2.59867,-0.48449,0.143395,0.20138,31.2404666667
1,-4.32639,-1.11194,0.43438,0.156861,0.20690,30.4431000000
1,-3.44803,-2.45795,1.15832,0.164226,0.21611,30.6217500000
1,-3.29245,0.11734,-1.60201,0.146390,0.20335,30.2694000000
1,-3.03812,-1.43477,-2.38918,0.153478,0.20455,30.9497000000
1,-1.68682,-0.3284,-2.18788,0.156157,0.20205,30.1305000000
1,-0.44026,-2.31162,-1.09509,0.171094,0.21578,31.2404666667
1,-1.87991,-3.33263,-1.22454,0.143867,0.20355,31.5251000000
1,-1.10224,-3.0869,0.34312,0.163374,0.21383,31.2404666667
1,0.9259,-0.78087,2.48993,0.151113,0.21897,23.4958000000
1,3.30772,-0.65091,2.04806,0.156021,0.21471,24.7211000000
1,2.44743,0.46424,-2.03149,0.156814,0.21386,24.6377000000
1,0.09341,0.35625,-1.5538,0.172107,0.20638,23.3575000000
1,5.99496,0.25781,-1.67595,0.140182,0.20353,29.2843000000
1,4.51128,1.09029,-2.11874,0.154484,0.19789,28.5986500000
1,4.61687,-0.67226,-2.29217,0.163166,0.18474,29.1020500000
1,5.29701,-1.52323,0.88846,0.163865,0.18502,29.1020500000
1,5.29847,0.08288,1.64178,0.155179,0.19869,28.5986500000
1,6.41909,-0.2671,0.333,0.139116,0.20319,29.2843000000
1,-1.75093,3.15884,2.25765,0.143532,0.20328,31.5779000000
1,-0.34358,2.09742,2.13313,0.169530,0.21502,31.3346000000
1,-1.73452,1.60448,3.10601,0.161199,0.21367,30.8520500000
1,-4.11118,1.11611,0.21528,0.144450,0.20226,30.5463000000
1,-3.93595,2.50678,1.28094,0.151884,0.20631,31.0150000000
1,-3.9215,0.87474,1.9567,0.175589,0.21326,30.6217500000
1,-2.04799,3.29814,-0.18833,0.148092,0.20325,31.3346000000
1,-2.06021,1.86888,-1.21624,0.159850,0.20572,30.2694000000
1,-0.57895,2.34544,-0.38072,0.176631,0.21664,30.8520500000
6,-3.12491,2.02758,-0.33945,-0.147732,-0.25308,44.3025000000
6,-1.85446,1.74003,-0.76506,-0.155846,-0.14004,26.1323000000
6,-1.23047,0.55097,-0.31678,0.100923,-0.09110,36.1788000000
6,-1.97281,-0.29399,0.56476,0.164100,0.13810,13.2987000000
6,-1.37989,-1.49459,1.03038,-0.209339,-0.16561,29.5242000000
6,-0.11194,-1.8491,0.64545,-0.125387,-0.22770,39.0820000000
6,0.60282,-0.99361,-0.21647,0.130642,0.24267,15.9394000000
6,0.07892,0.17464,-0.69798,-0.209297,-0.21115,46.7980000000
8,1.87705,-1.3782,-0.68349,-0.290313,-0.67304,67.8715000000
16,3.16432,-1.39947,0.3275,0.874509,2.27535,116.4498000000
8,4.20508,-2.0804,-0.39714,-0.412379,-0.86990,88.9480000000
8,2.75945,-1.74422,1.67088,-0.416340,-0.88529,82.2795000000
6,3.59349,0.43579,0.33599,0.419750,0.73966,54.0606000000
9,2.67235,1.11031,1.01795,-0.135073,-0.29813,240.6123000000
9,4.77801,0.58591,0.91545,-0.134635,-0.29319,249.3439000000
9,3.64317,0.89202,-0.9123,-0.142364,-0.29905,248.1127000000
7,-3.2355,0.00751,0.97612,-0.215971,-0.39425,-147.8721000000
6,-3.77376,1.12209,0.53547,-0.061637,0.05814,11.7789000000
1,-3.63677,2.92814,-0.65878,0.151560,0.22444,23.6141000000
1,-1.32127,2.40607,-1.43621,0.148908,0.21887,22.9605000000
1,-1.96474,-2.11925,1.69425,0.164822,0.23594,22.7567000000
1,0.35171,-2.76152,0.99575,0.176294,0.24227,23.3796000000
1,0.6626,0.79612,-1.36721,0.175943,0.23004,23.4925000000
1,-4.78237,1.33745,0.88091,0.148861,0.19605,21.9092000000
5,-0.43082,0.11731,0.13939,0.428042,1.12865,72.4053000000
8,-1.34981,0.59133,1.04097,-0.336723,-0.71281,140.7678000000
6,-2.67537,0.203,0.57233,0.133225,0.24322,92.9727000000
6,-2.42651,-0.04206,-0.96801,0.129177,0.24332,94.9922000000
8,-1.00845,-0.38214,-1.00119,-0.338933,-0.71438,143.7985000000
6,-2.59498,1.21979,-1.82065,-0.497241,-0.62558,157.4230000000
6,-3.21236,-1.19739,-1.57833,-0.433423,-0.61916,160.5394000000
6,-3.65111,1.3271,0.90289,-0.433745,-0.61924,159.7878000000
6,-3.05375,-1.06793,1.3393,-0.498455,-0.62532,158.1553000000
6,1.10095,0.1412,0.38791,-0.059905,-0.39960,34.9942000000
6,1.97971,-0.31936,-0.5758,-0.225015,-0.11943,24.4035500000
6,3.38003,-0.31148,-0.36575,0.118885,-0.11641,37.5674000000
6,3.89682,0.18699,0.87081,0.161482,0.15013,10.9245000000
6,2.98616,0.65825,1.85083,-0.199056,-0.19732,34.3864000000
6,1.63493,0.63381,1.61475,-0.186315,-0.15755,27.3493000000
7,5.2325,0.22624,1.14372,-0.216920,-0.40426,-144.6312000000
6,6.0588,-0.21581,0.22168,-0.062786,0.05829,11.8711000000
6,5.65377,-0.72942,-1.03466,-0.155814,-0.26842,43.1438000000
6,4.31409,-0.77545,-1.32473,-0.157583,-0.13284,24.4035500000
1,-3.64282,1.51831,-1.90393,0.163323,0.21098,30.9480250000
1,-2.02961,2.0594,-1.41121,0.167002,0.21478,30.4532000000
1,-2.2154,1.02205,-2.82516,0.164191,0.22101,30.6345500000
1,-3.00184,-2.14134,-1.07637,0.157504,0.21904,30.4532000000
1,-4.2889,-1.0103,-1.53027,0.156119,0.21035,30.9480250000
1,-2.93865,-1.31072,-2.62955,0.159028,0.22016,30.4532000000
1,-3.729,1.43759,1.98666,0.159684,0.22058,30.4532000000
1,-3.32203,2.2821,0.49422,0.157535,0.21925,30.4532000000
1,-4.65002,1.1084,0.51479,0.156062,0.21021,30.9480250000
1,-3.00852,-0.86157,2.41045,0.165522,0.22167,30.6345500000
1,-2.36018,-1.8844,1.12833,0.166383,0.21448,30.4532000000
1,-4.06527,-1.40342,1.09819,0.163216,0.21083,30.9480250000
1,1.59392,-0.69781,-1.51853,0.157135,0.21880,22.5508000000
1,3.40016,1.03169,2.78094,0.150378,0.22661,22.8826000000
1,0.94732,0.99492,2.37271,0.155539,0.22280,22.7743000000
1,7.11853,-0.17243,0.46731,0.142369,0.19135,21.9264000000
1,6.39975,-1.0751,-1.74214,0.144841,0.22038,23.5003000000
1,3.95766,-1.16123,-2.27579,0.145270,0.21541,22.9487000000
5,3.01179,0.77469,-0.11731,0.356394,1.11059,72.2552000000
6,1.57369,0.13985,-0.18856,0.020076,-0.39713,28.1974000000
6,0.44335,0.91461,-0.00562,-0.267001,-0.14999,30.9743000000
6,-0.85822,0.35951,-0.03631,0.066630,-0.11136,36.5555000000
6,-1.01167,-1.03935,-0.27853,0.158802,0.14485,11.4873000000
6,0.14933,-1.82744,-0.47354,-0.220660,-0.18497,31.7287000000
6,1.39477,-1.25499,-0.42156,-0.233479,-0.18538,31.4746000000
7,-2.23086,-1.64599,-0.3284,-0.216938,-0.39982,-147.0795000000
6,-3.29435,-0.89692,-0.14129,-0.060836,0.05975,11.4118000000
6,-3.25405,0.49669,0.10878,-0.152842,-0.26062,42.4892000000
6,-2.0351,1.12131,0.16139,-0.157930,-0.13612,26.6584000000
8,4.08149,0.08549,0.37329,-0.425407,-0.87066,201.8214000000
8,3.2608,2.04884,-0.53657,-0.426525,-0.87131,203.6135000000
1,0.53647,1.97959,0.1978,0.156935,0.20491,22.9689000000
1,0.01026,-2.88548,-0.66331,0.155989,0.22968,22.7214000000
1,2.26775,-1.88035,-0.58951,0.154183,0.20956,23.0752000000
1,-4.25436,-1.40682,-0.18647,0.146456,0.19406,21.9824000000
1,-4.178,1.04492,0.25401,0.148635,0.22267,23.5583000000
1,-1.95758,2.18767,0.3517,0.144935,0.21608,22.8871000000
1,3.83922,-0.76435,0.75075,0.326778,0.48794,27.7872000000
1,2.50506,2.44851,-0.97525,0.325803,0.48731,27.7092000000
6,-2.48929,-0.68566,0.20247,-0.149146,-0.25669,40.7271000000
6,-1.29023,-1.33959,0.07945,-0.155193,-0.13950,27.6883000000
6,-0.09596,-0.58189,-0.00669,0.090167,-0.09366,35.2415000000
6,-0.21389,0.84049,0.04079,0.152750,0.13523,14.4738000000
6,0.9631,1.62594,-0.04257,-0.192466,-0.17152,31.8085000000
6,2.19762,1.03734,-0.16725,-0.173710,-0.24145,25.5771000000
6,2.29569,-0.37212,-0.21283,0.086917,-0.11254,28.8386000000
6,1.18728,-1.17468,-0.13586,-0.237168,-0.22458,29.0906000000
53,4.2418,-1.25849,-0.40818,-0.092347,0.11906,432.6325000000
7,-1.41378,1.47474,0.16277,-0.217488,-0.39651,-146.7948000000
6,-2.49432,0.73041,0.2391,-0.063233,0.05572,12.6375000000
1,-3.42482,-1.22985,0.27164,0.149220,0.22310,23.4322000000
1,-1.2427,-2.42414,0.04748,0.146953,0.21789,23.1107000000
1,0.85442,2.7039,-0.00472,0.161063,0.23353,22.9747000000
